,logFC,logCPM,PValue,FDR,up_down
AC098869.2,5.99622860343881,4.2159424095431,0.00171038582967877,0.017382025884679,Up
AC007342.4,5.14054821781956,7.97551403125001,0.00173072044388899,0.017518041869136,Up
CYP4F26P,7.52317847675346,7.21557131667812,0.00174255716478058,0.0176142710199278,Up
MAP3K14-AS1,2.25303206434243,7.70073340912168,0.00175809858436116,0.0177476413836512,Up
AL358075.2,4.7270126139429,4.63421747810837,0.00178221318545555,0.0179193003925923,Up
MEG8,-2.60818513883715,3.25311538766486,0.00178854420480899,0.0179590740140249,Down
CALML3-AS1,6.40598192508772,10.0478725063342,0.00179822449022302,0.0180251527551527,Up
AC007728.2,3.59695849459674,5.14599663207735,0.00181246687087875,0.0181031202255141,Up
ASMTL-AS1,2.04802450213995,9.05957725896048,0.00181854318153397,0.0181398482791272,Up
MIR4713HG,7.37873040547564,5.41991525226156,0.00182122923615437,0.0181427065277513,Up
TNK2-AS1,3.33929757824411,4.88720542216612,0.00184772052936248,0.018354603856772,Up
AGBL5-AS1,-2.01513043549874,2.88445388803865,0.00185288296180327,0.018354603856772,Down
LINC01801,-2.32322599931585,3.90334761381636,0.00185457352383622,0.018354603856772,Down
AC004596.1,2.22482492523402,4.95623237215096,0.00200690666926015,0.019745036592133,Up
AC083973.1,4.78669477950653,5.80238191692231,0.00200819113071687,0.019745036592133,Up
LINC01977,4.94072461633495,5.97806687121375,0.00201842986546396,0.019819932743861,Up
AL353622.1,2.03912121018537,7.70111668344263,0.00202337742468176,0.0198224415595511,Up
BBOX1-AS1,7.90514217346396,8.8098765643938,0.00207217878701123,0.020268750075798,Up
AC105137.2,2.14922037797866,5.08348267408079,0.00209737370455762,0.0204886855040829,Up
LINC01625,-2.7360846356513,2.56602367532908,0.00210570224000531,0.0205435027570066,Down
AL139246.1,6.94496612090525,5.02785841787323,0.00212042376551402,0.0206534347144537,Up
LINC02268,-2.42017835567193,2.80364818982272,0.0021224333782741,0.0206534347144537,Down
AC244093.4,4.93697292228488,3.43824357690142,0.00212918542112537,0.0206925076724022,Up
AP005230.1,8.90526904293812,6.86550159116894,0.00214318553184533,0.0207675033387204,Up
AC026333.4,2.61344627920887,6.02243310256207,0.00214514219118379,0.0207675033387204,Up
AC027601.1,5.05357330047596,6.9091010692098,0.00215921715114464,0.0208770343731517,Up
AC099521.2,-2.74235561986132,3.10249164053878,0.00218878327711735,0.0211358752979365,Down
AC009123.1,8.12594497505813,6.11822615311261,0.00222739700169711,0.0214539474265374,Up
AC006116.11,-2.4060397458557,2.82143674625517,0.00224787507825116,0.0215961670478488,Down
AL354766.2,6.5945350857471,8.78211832014743,0.00225629285810077,0.0216338425126023,Up
AL354836.1,2.28078223718264,9.53832481803243,0.00225751907716482,0.0216338425126023,Up
AL139385.1,3.25446832107014,7.51439936311066,0.00228347812094716,0.0218444472727975,Up
LINC01814,4.31586030847016,6.65225178152444,0.00228861663736101,0.0218444472727975,Up
SNHG4,2.90125605745464,7.98967571836426,0.00229105233267139,0.0218444472727975,Up
AC020978.4,3.78030670268682,5.0573036869358,0.00230405251270474,0.0219407317991947,Up
AL645941.1,5.30694052990471,3.68597709933517,0.00232928996480024,0.0221253284219279,Up
SEMA3B-AS1,-2.19281596648407,5.59341704243243,0.00233259985249646,0.0221288831081003,Down
AL669970.3,-2.7682313159297,2.42738840754062,0.00240809737969022,0.0227027734262316,Down
LINC00449,5.16790138709974,3.58921143192329,0.00242539486072161,0.0228089683357165,Up
CACNA1G-AS1,-2.14319218617877,3.74520046267893,0.00245752420155939,0.0230824105440876,Down
AL139035.1,5.70126720970641,3.98513959713253,0.00248782130739904,0.0233090667970807,Up
AP000845.1,2.19349969341741,4.67504310697592,0.00249985301747564,0.0233928077538779,Up
C10orf91,5.21155007086036,7.0920042076441,0.00251742959609121,0.0235281646181034,Up
AC006111.2,2.54211407543313,6.26008287009518,0.00259371368873136,0.0242111965438245,Up
AC104117.5,-2.65794492338545,2.59267917019155,0.00259791643649293,0.0242205254948496,Down
GRHL3-AS1,4.28120287566357,4.89277837961329,0.00261338906926323,0.0243347718629301,Up
AC084125.2,2.05754011267511,7.45862124714892,0.00266505422759901,0.0247548833106586,Up
AC012213.4,8.15365845810931,6.14404550760438,0.00269303403891773,0.0249840863414196,Up
AP003469.2,3.70339955956867,4.42136804733753,0.00271658803879893,0.0251409083982358,Up
AL390719.2,2.94722016784982,9.87014465757385,0.00276841517365453,0.0255268135707341,Up
AC013652.1,5.91879096152232,6.99429630861014,0.00278402173137249,0.0256394498305815,Up
AC079684.2,2.051082007008,5.75667801366095,0.00279596613160992,0.025718126424699,Up
AL358115.1,3.02193039127044,5.53633897333277,0.00280212963382277,0.0257435020186318,Up
AATBC,3.77167458021538,9.29741841299101,0.00281408558462684,0.0258219673608781,Up
AL021807.1,3.57943137337878,8.20765670493525,0.00284851883835914,0.0261062435597981,Up
AC006206.2,8.62817584443941,6.59799745570169,0.00289168312197663,0.0264673969765399,Up
AC068580.3,2.36749579762077,7.69789178428368,0.00289492623986225,0.0264673969765399,Up
AC007743.1,-2.48235072306778,5.86194354916905,0.00290449420461881,0.0265195870966329,Down
AC083805.1,-2.12202154981497,3.25706949623639,0.00290764947799348,0.0265195870966329,Down
LINC01305,7.30286298343058,9.40533458662077,0.00291561846271536,0.0265602303573384,Up
AL136221.1,3.39304786093234,4.15781789703348,0.00297550230379654,0.0270731322731716,Up
LINC01123,2.62877801402972,7.07027643664299,0.00299544858304404,0.0272218590581683,Up
LINC02099,4.69972489976659,4.62947114269877,0.00300585736069646,0.0272509442496714,Up
FAM201A,3.15082657161355,8.30734927655245,0.00305344918536691,0.0276492566354003,Up
AC145343.1,2.62610991221546,6.68353293201446,0.00306835403649633,0.0277509866865416,Up
LINC01633,6.62274433727289,4.74438384353578,0.00307721385924327,0.0277778756530635,Up
AC012213.1,7.91022313720974,5.91425969546861,0.00308234858787466,0.0277778756530635,Up
MNX1-AS1,6.6526895993456,6.37610373020527,0.00311450080325712,0.0280342149683656,Up
AC008735.1,2.94412349841879,4.96878165688156,0.00312901425997323,0.0281313636381184,Up
Z99289.1,-2.13413032373844,3.20944420749036,0.00318587909106382,0.0283727111985083,Down
AC245297.2,-2.10425307621872,2.97265018857681,0.00319705217739798,0.0284387194274189,Down
NRAD1,-3.219337097408,6.21793976879384,0.00321803476245609,0.0285910130486173,Down
AL049869.3,3.08494221104396,4.32719279173518,0.00322173563251183,0.0285910130486173,Up
C9orf106,-2.1113790408774,3.96121632432843,0.00326209293872736,0.0288813638287091,Down
AC010761.4,3.62234601817899,4.42926108955625,0.00327015873450125,0.0289062870639273,Up
AL445471.1,3.60250060396285,4.80743122197071,0.00327255412335958,0.0289062870639273,Up
C1orf147,3.10228096416593,5.04237363676468,0.00330126979733768,0.0291259054115172,Up
IDI2-AS1,2.76801423430096,4.08159820369843,0.00330865423439945,0.0291401076147873,Up
AL451069.1,-3.0328249765531,2.84694638072257,0.0033105875467666,0.0291401076147873,Down
MIR3150BHG,6.39253717407424,4.54600158003975,0.00331635022786954,0.0291568884568856,Up
AC092720.1,2.89073074682978,5.08699702078987,0.00336024087730957,0.0295084567634583,Up
AL355096.1,-3.07673848836005,2.23325665299458,0.00339789100719682,0.0298044708879526,Down
AC004706.1,3.19848555708946,5.34114364927088,0.00347356324648305,0.0302925163859958,Up
LINC01391,-2.3678325232906,5.00981333582355,0.00351931940444397,0.0306437553385233,Down
AC117394.2,4.51952733492787,4.46050182916533,0.00352194463552132,0.0306437553385233,Up
AC243772.2,3.61295940285675,5.60586235535531,0.00352820687475717,0.0306629565287804,Up
AC024361.3,2.71748577840436,4.32728532602871,0.00354276811129193,0.0307396441519844,Up
AC243829.4,6.78335832448195,4.88486978186361,0.003547390615839,0.0307396441519844,Up
LINC02541,4.76343723265301,7.47396193676407,0.00355261890554594,0.0307396441519844,Up
AL445531.1,6.70568727314698,4.81674675436637,0.00355329308144879,0.0307396441519844,Up
AC112484.1,2.51413042727478,6.93288014755641,0.00357303834092998,0.0308751347380247,Up
FAM157C,3.66035943194864,6.31576083254135,0.00358750392296687,0.0309647456182106,Up
AC091588.3,-2.36306849151645,3.06583050238265,0.00364392886992643,0.0313444211439292,Down
AL365181.3,3.86234448725441,10.4679531534634,0.00365061907545062,0.0313662850335024,Up
PHEX-AS1,-2.9676006875407,2.61814295906347,0.00366449296868768,0.031449751800508,Down
AC084864.1,5.62997533646178,3.9281444931195,0.00371951060926543,0.0318857366401994,Up
AC093484.4,2.49088431264145,5.36447167017746,0.00375180138288058,0.0321261271301926,Up
AL034376.1,-2.50962146602591,3.18362974008583,0.00378281893963526,0.0323185242967031,Down
LINC00106,2.41104177682211,7.30262905870388,0.00381339861424158,0.0325430100702941,Up
PRR7-AS1,2.29703135003897,5.61025222103421,0.00391071093000304,0.0332578067757376,Up
AC015908.2,-2.81402600258783,3.10334233415549,0.00396272484290008,0.0336275673817817,Down
LINC02595,4.09797878436996,5.56801210515484,0.00404903862062654,0.0342447214883191,Up
TMLHE-AS1,4.90081772337664,3.39767239682487,0.00406673780977408,0.0343559827706165,Up
AC020891.2,7.33277680294892,5.37802485596389,0.00407723397672428,0.0344062121629602,Up
PKP4-AS1,4.42392696780682,6.89336669659839,0.00412388802929417,0.0347224024381884,Up
AC079313.2,-2.07001189933014,3.27286656587312,0.00416994498576285,0.0350321711526143,Down
AC005498.1,-2.6968534544331,2.44175772308421,0.00420008872016431,0.0352462495151635,Down
AC016866.1,2.61109962675156,5.68171687799301,0.00427174292881731,0.0357285932353846,Up
LINC01366,-2.06032528115055,3.21511108112966,0.0042881296638139,0.0358260203183391,Down
LINC01671,6.93534861840489,6.67724855643414,0.00430836334953618,0.0359553369600916,Up
AC011337.1,3.19639604082107,7.26522203080305,0.00438447430761977,0.0365099231717105,Up
AP000692.1,2.54893764651374,5.42319951964313,0.00438965588876823,0.0365128582783021,Up
AL139424.1,4.95150333571616,3.42792559345248,0.00439852769524977,0.036546448245916,Up
AC108727.1,3.65772284701667,3.78049682996069,0.00441194922662184,0.0366092585921417,Up
AC131971.1,3.44374552347036,4.91597622771102,0.00443818831169359,0.0367145971824018,Up
AL008718.3,5.22217470385275,3.63382703423397,0.0045703232072133,0.0376839844817227,Up
AC106820.2,3.99923615624607,4.05068107140285,0.00463937440665224,0.0382116665454222,Up
CSTF3-DT,3.21731199343577,4.41912794535649,0.00469545586735739,0.0385476024029199,Up
SEPTIN9-DT,3.53650924347972,5.82402787041148,0.00472392274574174,0.0387392406513593,Up
CR786580.1,4.23337515708755,4.24049824611576,0.00473461329191574,0.0387848440955308,Up
AC024592.2,6.95913064293754,6.70130769529383,0.00485264431757347,0.0395801981501327,Up
AC011365.3,-2.46259970499758,2.58232762425098,0.00490968847016936,0.0399711917722817,Down
AC007342.5,4.22692648598199,8.9957709059748,0.00491644072850443,0.0399711917722817,Up
AL021368.3,-2.14138901456926,3.35618697709372,0.00494881913368931,0.0401912153274166,Down
LINC02012,3.23829898352442,7.04316559468426,0.00510757139855761,0.0411614942216243,Up
AL022322.1,2.19818765190506,8.06764981646095,0.00521533187419893,0.0418610661367496,Up
AP001610.2,4.89025871451917,4.79072733190234,0.00522656680582464,0.0419067567538071,Up
AC103702.2,4.8882225469995,9.65826517698979,0.00529945067914019,0.0424461298569692,Up
AL691482.4,3.68882782336634,8.71051906437805,0.0053228545023294,0.0425884686689022,Up
AL512274.1,3.26854418889043,10.0852070536318,0.00534602591770816,0.0427147651170629,Up
HEXA-AS1,2.01621248274739,4.97687841211755,0.00535208888893438,0.0427147651170629,Up
AL109614.1,3.4295249857278,5.18530860319093,0.00537364947162069,0.0427805890118403,Up
LINC00298,-2.34285651130073,2.5946310223559,0.00537515666727263,0.0427805890118403,Down
AL365181.4,-2.65243619010598,2.62737823187266,0.00539559513038753,0.0428981017674659,Down
FOXD3-AS1,3.85547079018522,8.72436948511441,0.00541388937257786,0.0429613812227848,Up
AC068228.2,6.48302207255335,4.62433029629089,0.00541491817290225,0.0429613812227848,Up
AP001412.1,2.45208472624624,4.85249915704919,0.00545547741671942,0.0430486397642997,Up
LINC00466,6.29226253645937,4.46268743371415,0.00546577095274801,0.0430486397642997,Up
AP003059.2,-2.04649194353964,2.95499181646847,0.00548879990164546,0.0431401414307082,Down
DEPDC1-AS1,2.84732345084839,4.67144003954397,0.00549538100518718,0.0431470153480999,Up
ELF3-AS1,2.10974718524735,8.05513038844142,0.00551704548281229,0.0432721793522238,Up
AC079336.2,2.61431183865173,4.23564656933617,0.00553456304821624,0.0433360715185061,Up
HOXC13-AS,6.38912044698449,8.09162535701744,0.00560782176452683,0.043712103465554,Up
AL583785.1,-2.58974978231319,3.04971035988004,0.00561925284842665,0.0437560976178722,Down
AC027348.1,-2.30704175068183,3.97308015808487,0.00567110529326015,0.0441144311958231,Down
SLC8A1-AS1,-2.27240081816686,3.88995801074668,0.00568263755643773,0.0441587076713522,Down
AC005730.2,-2.45508327915584,2.93066012208552,0.00578033167402597,0.0448257310639081,Down
AC016949.1,2.25547777802278,5.46295386230942,0.00582262138338769,0.0449346976246534,Up
AL157895.2,-2.11721697820288,4.62431442677243,0.00582409782729273,0.0449346976246534,Down
AC091153.3,2.12108474978013,5.13798246098425,0.00598031790202362,0.0458592126340777,Up
LINC01122,-2.18472442641984,4.07279158976341,0.00617927788650977,0.0473368997972648,Down
AC004540.2,-2.35933849097596,5.99516924892987,0.00618871196976971,0.0473611854285716,Down
DYRK3-AS1,2.85312628452103,4.13227216876465,0.00624447159544013,0.0477395851699928,Up
AL445524.1,2.74964557645113,10.1544057514236,0.00630494687039145,0.0481532356434644,Up
AC092611.1,2.32485581476345,5.34298018891765,0.0064050439079733,0.0487040561123565,Up
AC003986.3,-2.73002624473206,2.60941246598274,0.00640575941888342,0.0487040561123565,Down
AC068580.1,2.88783880915183,4.9541149833535,0.00642690965369205,0.0487572135881662,Up
AC106795.2,3.28193587976254,6.47633118094256,0.00651496532372215,0.0493089617744376,Up
AC006064.3,3.28598375659606,4.07985865699498,0.00652233275117496,0.0493153579316339,Up
AC015660.1,5.96343397586589,5.75648585205463,0.00654258780042836,0.049419087271767,Up
LINC02269,-3.38321417725471,2.32850555387158,0.00661594181854857,0.0498735155434155,Down
AL035461.3,2.09128391431001,8.54228430662023,0.00667720731852867,0.0500360401738308,Up
AC068305.2,2.95494658600338,4.22827643970282,0.00675235257415202,0.0505490473397658,Up
LINC01232,2.13943357542247,9.16129286877279,0.00694114428797482,0.0517179638066474,Up
LINC00184,4.68243557668961,5.23733363098106,0.00695684234728835,0.0517214208336747,Up
LNCTAM34A,2.05525704165288,8.23189520752322,0.00702366059123003,0.0521668936446859,Up
AC244517.1,-2.36826963795749,4.49052469389572,0.00704011723276163,0.0522378080440733,Down
AL603832.1,2.21298054173983,4.93229108950356,0.00704778893799605,0.0522434629021452,Up
AC092143.3,2.4749689320905,3.86916036215401,0.00709528956442242,0.0525440591543564,Up
AC008649.1,7.41575295897757,5.45515199538974,0.00719424038071018,0.0531345799317871,Up
AC010168.1,5.55993180986566,5.53842292414082,0.00720393410196725,0.0531345799317871,Up
LINC01139,-2.60462235084069,8.13048156531944,0.00720458005395931,0.0531345799317871,Down
LINC02014,3.09874955561495,6.12848966552094,0.00723908272962796,0.0531546698807888,Up
AC093520.1,3.4791031395208,4.65991497655061,0.0072410144130687,0.0531546698807888,Up
LUCAT1,5.36031509807265,6.67638850254343,0.00726431364815963,0.0532739820501794,Up
LINC01269,5.13105176588064,6.84201597094667,0.00732504847047317,0.0536547920846465,Up
AC012615.4,5.29856064839487,3.68536330660815,0.00735731143954145,0.0537818631436076,Up
AL133153.2,5.0450230937555,3.50086908947028,0.00736201935638591,0.0537818631436076,Up
AF233439.1,4.25778017410003,4.86374237108404,0.00742288163658478,0.0541218978343467,Up
AC008750.1,3.23638478244669,4.11658796685291,0.0075512484896274,0.0547936562668645,Up
AC011374.1,6.53003712490594,8.19704386099708,0.00769703731264969,0.0555848129139869,Up
AC243919.2,3.07752879682599,4.90528988031122,0.00773161160916858,0.0557448538368779,Up
AC099066.2,5.78648792060837,5.59183391291006,0.00773394414427786,0.0557448538368779,Up
AL031123.2,3.33721925622059,7.47888206414927,0.00774906172379455,0.0557934352464056,Up
CD44-AS1,3.39446586194428,6.77021969401538,0.0078086545834916,0.0560163541800569,Up
AL121906.2,2.64252257488277,5.08033848172503,0.00781625652271424,0.0560177398751112,Up
AL162412.1,-2.11129587415783,2.84649322094907,0.00783177009078114,0.0560757705079509,Down
AP000695.1,2.93033965376105,6.99343832056251,0.00784260939205501,0.056100255074104,Up
AL033384.1,4.80168400013734,9.10571437659221,0.00788468388183815,0.056347915718883,Up
LINC02178,9.75079770550422,7.69104333860852,0.00790183937411724,0.0563575915014968,Up
Z98257.1,8.31910038572956,8.24888606969775,0.0079083989661537,0.0563575915014968,Up
SCAT8,8.59750937820642,6.56909243472948,0.00808319205956579,0.0572256696276937,Up
AC109460.2,2.26850619595034,6.99448761577093,0.00818144125752489,0.0578129694842483,Up
LINC00299,3.21311766948003,5.18752362168255,0.00820426512004544,0.0579156176990925,Up
LINC01497,-2.73431296516263,3.06482821914541,0.0082112871542689,0.0579156176990925,Down
AL021392.1,2.36384705234145,7.79555230948053,0.00828488666451699,0.0583802684719599,Up
AC068831.7,3.66398303983405,5.57225227622438,0.00834725537225903,0.0586557601019057,Up
AC027807.2,-2.02760715898876,4.71947207343638,0.00841401338605622,0.058960477490242,Down
SLC26A4-AS1,-2.37485840724307,5.54568857436934,0.0084676512605569,0.059226559834478,Down
FAM66A,-2.20457570786776,3.19241870534233,0.00851600027437277,0.0592359503905543,Down
AL132822.1,-2.75682633333519,3.9639153589009,0.00854227034796616,0.0593640681075111,Down
AC073352.1,2.32563215840174,4.68070429456555,0.00861886229551352,0.0598413386743597,Up
MIR210HG,2.05520534210897,10.7494638705528,0.00867778564208447,0.0601951717796337,Up
AC009166.1,-2.8922060314532,2.56448542423495,0.0087352776871224,0.0605384368399015,Down
AC046143.2,2.18791496891207,5.42479251325021,0.00886606928951391,0.0611087966253552,Up
C6orf99,2.31677649011699,6.11724658296145,0.00889353349520743,0.0612422648062508,Up
AC008870.4,5.66404288618379,3.95434276332788,0.00892474236841367,0.0614012530005239,Up
LINC02550,-2.14538574138866,4.24572811312436,0.00897104365665118,0.0616636918981269,Down
AC015802.1,3.28878540905606,5.37790761252443,0.00900474649089575,0.061741797033649,Up
AC025171.3,2.43886828888634,4.79931906072984,0.0090069041301567,0.061741797033649,Up
AL137782.1,2.10222101215921,7.18892203284239,0.00904054425126081,0.0619162636628469,Up
IGF2-AS,-2.21163119698161,4.5920731914933,0.00917029864764607,0.0626347137080867,Down
IL20RB-AS1,7.33416037954214,5.37900747487836,0.0092019948676226,0.06273785680261,Up
AC008050.1,-2.02368174668588,2.81008884985766,0.00922490525243914,0.0628373951474706,Down
AC011461.1,2.06171455619789,4.80721413839272,0.00934432099434131,0.0634568853979565,Up
AC007285.2,2.58895450399842,3.57103388078926,0.00934942075563067,0.0634568853979565,Up
AC020911.1,2.22189017449565,3.67751965648419,0.00951170182996742,0.0643273502114344,Up
AL645608.8,4.5625272246503,5.17416164873576,0.00968904496527888,0.0651189946510876,Up
AC100778.3,3.25229815960434,3.50702083816254,0.00970128730184062,0.0651433688181323,Up
AC091132.2,2.88813246746739,3.78596178266505,0.0098031190682744,0.0656522438221637,Up
AP000894.2,-2.56875962450107,3.47635298044584,0.0100499147496824,0.0670082940232351,Down
LINC02783,5.50465757480637,6.30294473724656,0.01012522318331,0.0673915602896185,Up
HHIP-AS1,-2.01290379882324,5.7772403905408,0.010137938137578,0.0674168427952744,Down
AC011498.3,4.9220063072567,3.41919597810597,0.0102126419772756,0.0678196744312512,Up
LINC00964,7.22943583417438,6.95789953541736,0.0102668554674981,0.0680347889480745,Up
ST3GAL5-AS1,-2.16550875247287,3.30991572531817,0.0102774481592027,0.0680453463500275,Down
AL589765.4,2.4393929821187,6.32563425648977,0.0103193835440021,0.0681439816386024,Up
AC114956.1,4.13635352270835,6.00376673404104,0.0103382931848822,0.0682092799047944,Up
AC093249.2,2.17652351105695,4.58054633420006,0.010484594018683,0.0689939211272955,Up
AC110597.1,-2.0662281055743,3.64838059898251,0.0105246257092531,0.0691971260762287,Down
LINC02587,-2.98361563575937,2.31397737764711,0.0105404906489081,0.0692412248448252,Down
LINC00628,6.05163851675551,4.26393544934873,0.01062664516523,0.0697465834151944,Up
PABPC4-AS1,2.85144307326872,4.12476858535921,0.010685681281202,0.0700732317148034,Up
ARNTL2-AS1,5.63768154169119,3.93862469507485,0.0107735140059287,0.0705282560171224,Up
AC013391.3,6.53384000864201,4.66860884752638,0.010777832557632,0.0705282560171224,Up
AC010997.5,2.94020752288736,4.19667916396106,0.0107917841493415,0.0705282560171224,Up
AC093591.2,2.27583544658944,5.29354644129796,0.0107923809300107,0.0705282560171224,Up
AC123768.1,5.15864412072773,3.58055854333441,0.0109368766679753,0.0712262915474256,Up
AC114489.2,6.65632140858292,4.7736796587409,0.0110664480033632,0.0718843757331868,Up
AC078778.1,2.55742346293371,3.89783553896051,0.0111095665778193,0.0720406800127719,Up
AL355312.4,4.03343308393076,6.84562463364311,0.01112225523298,0.0720611583689476,Up
AC022973.5,2.53975025187181,4.63237328326296,0.0112817457228631,0.072907076419289,Up
LINC02323,3.38521304974835,7.0899994550534,0.0113654817104879,0.073322873048634,Up
AP001628.1,2.90955830797707,4.24512625542849,0.0114290729768965,0.0736702649431498,Up
AC021683.1,-2.37798711608227,5.05604056879702,0.0114944655184085,0.0739656627954782,Down
AL354733.3,2.11470902249,5.70436079745974,0.0115632855988198,0.0743043392001071,Up
LINC02709,2.21461408385535,6.35193809705776,0.0115667513871877,0.0743043392001071,Up
AL117190.1,-2.20568236001845,3.52052961850985,0.0118178154804194,0.0755960260976741,Down
LINC02577,6.87201917271357,7.6576434274523,0.0121264133591173,0.0773346421349269,Up
AC002310.2,2.80752837302007,4.14425791103202,0.012158898438597,0.0774502368106417,Up
ACBD3-AS1,2.85860276189651,6.18957740736195,0.0122592919589102,0.0779583738446762,Up
LINC02043,3.60624106454073,4.84294840334175,0.0123307131867961,0.0782808752354035,Up
AL691447.2,-2.09455987866118,4.27632471338582,0.0124125735647923,0.0786684565996605,Down
AL929236.1,3.62438436966625,3.7770892483621,0.012616433608038,0.0794940454253128,Up
AL512625.2,4.12062050108208,4.14775238053038,0.01265079171411,0.0796441599919947,Up
PLA2G4E-AS1,5.31804408736223,5.8382687248592,0.0127411997460461,0.0799322745796839,Up
AC022424.1,-2.68524220726557,2.9464636276825,0.0129818854055088,0.0811206905380594,Down
AC096751.2,-2.19971569723678,3.36707414431683,0.0130114602031124,0.0812383572219101,Down
AL022316.1,4.60389462191117,6.139548855889,0.0130935059358211,0.0816158271894011,Up
FAM27E3,2.35299414979473,5.6253759944275,0.0131904932244612,0.082043513036267,Up
AL121992.3,3.6163929683555,3.7487145864036,0.0132716675457113,0.0824544604051954,Up
AC237221.1,-2.53543050039861,3.19699415657025,0.0133087122201806,0.082616726680448,Down
AC019077.1,3.45675552567953,3.64056725432219,0.0133395806067551,0.0826782939848297,Up
LINC01094,2.13169037231059,7.57712840638349,0.0133502129244471,0.0826782939848297,Up
AC156455.1,-2.0631853053355,7.58119413992718,0.013358373516269,0.0826782939848297,Down
AC022075.1,3.76079630189164,9.92701493404852,0.0133919634157234,0.0827722070578743,Up
LINC02036,4.25558502623812,5.92977942186486,0.013531007536783,0.0834997237480034,Up
AC136475.3,3.84239784587307,10.0011704039216,0.0135393018535977,0.0834997237480034,Up
AC007991.4,7.33550524632788,5.38101026251844,0.0135910546873103,0.0837505823070526,Up
LINC00243,2.67442876527877,4.53722707906146,0.0137411464074004,0.0843318246642489,Up
AC080023.1,2.43702167155181,4.55726322603226,0.0138029649469632,0.0845459368844846,Up
Z94721.1,2.01712926448966,4.25111761725284,0.0138366657513647,0.0846432279498937,Up
AC129492.1,4.02717114531916,6.83818133554211,0.0139792834408476,0.0853775138095706,Up
AC073957.3,2.0340065157241,8.62329271059765,0.0140161010380797,0.085395439120806,Up
VIPR1-AS1,3.21351034025515,5.49078495289107,0.0141246690379087,0.0859876188370591,Up
SMILR,6.87626941174139,4.96597232772707,0.0141764584861691,0.0860575290862298,Up
AC005725.1,-2.38450844719309,4.48029246523286,0.0141845550301349,0.0860575290862298,Down
AC093326.1,-3.13576390143861,2.81428383032134,0.0142242851175795,0.0861777402035403,Down
AC025166.1,3.10328557833059,3.95713123664418,0.0142894079928996,0.0863646793239916,Up
LINC01186,3.82043480407939,5.41433941446799,0.0143689547169125,0.0867282222052378,Up
LINC02345,3.62921297090732,5.74988929062171,0.0144410955120661,0.0870212743058536,Up
AP003774.2,3.06661613445622,4.97510724306498,0.0145908597668971,0.0877657046121788,Up
AC004490.1,5.98609177453779,4.21091514984862,0.0147393842707131,0.0885182561325352,Up
AP000842.2,-2.62270202875594,2.3256170352124,0.0149306288899408,0.0893828068383547,Down
AC226101.1,-2.51242859754498,2.38761434516994,0.0149809862403776,0.089503653719522,Down
AC004830.2,4.45969210641787,4.42272507349801,0.0149863279472179,0.089503653719522,Up
AC106882.1,5.10229646879397,3.5479729364556,0.0150181364000633,0.0896228329288705,Up
AC036103.1,2.68754234774139,3.62569398768743,0.0150579832167314,0.0897897563893578,Up
AL121832.1,4.56398366080776,4.50940640646618,0.0150945824154942,0.0899370667009863,Up
AC027243.2,6.59819209936485,4.72474741148384,0.0152375729528113,0.0905037620551499,Up
AC122710.2,6.07496621167964,4.2829665327083,0.0153264225278882,0.0908910371827082,Up
CACNA2D1-AS1,-2.63100773522489,2.22105248265105,0.0153268181997028,0.0908910371827082,Down
AL161725.1,2.31836729833883,4.61211560646276,0.015460378401057,0.091611223425072,Up
LINC02538,-2.31467067479966,3.54697319313462,0.0156032323836275,0.0923853093599118,Down
AC105339.3,2.37111726475759,4.04301060521498,0.0156387298306393,0.0924506929237401,Up
AC083801.2,7.19314319115947,5.25165675434891,0.0157264508219812,0.0928241176151441,Up
AL109976.1,2.60416344245329,8.37338108145188,0.0157774244892766,0.0930523452132767,Up
AC008434.1,3.63441185147781,3.75685020175823,0.0158596498925126,0.0934643903642149,Up
HPN-AS1,3.48448308688434,5.11807135357936,0.0159003264401382,0.0934913191482708,Up
AL136090.1,-2.38877847886364,2.51002317484222,0.0159250843442583,0.0935141221100107,Down
LCT-AS1,5.14833530556607,3.57880567758331,0.015929928485345,0.0935141221100107,Up
AC005256.1,6.80558916335519,4.9043940544736,0.0160001198080618,0.0938533016825101,Up
AC004832.6,3.18238801170623,4.07965154446953,0.0161944171162727,0.0944984958330652,Up
LINC01088,-2.09995354144212,6.83805388017648,0.0162289120234298,0.0946081756431399,Down
HIF1A-AS3,2.77099885716613,4.79883157993871,0.0163012298505556,0.0949565476887913,Up
LINC01134,2.54683212830482,6.22946868559934,0.0166582776709158,0.0963682000534002,Up
GATA3-AS1,6.98946838523317,5.06727213395007,0.016704318006721,0.0965606639516951,Up
AC009902.2,3.05217055313905,6.39809799495518,0.0167788288286672,0.0968734137206075,Up
KCNMB2-AS1,6.74025836783317,8.10916342023603,0.0169045238847381,0.0972693570041335,Up
AC108136.1,5.33718130381295,5.17992178511774,0.0169072601120031,0.0972693570041335,Up
AL450992.2,3.87191603452699,4.96158246763443,0.0169501976695669,0.097386356063522,Up
LINC02678,3.49463696991293,5.96224669830568,0.0173110801542591,0.0991583917017829,Up
AC008250.2,-2.85681474041882,2.25265107628932,0.0173393920790427,0.0992453773729308,Down
LINC00520,7.76820213353887,7.43526772605655,0.017366624388075,0.0993260567308889,Up
LINC01532,-2.84437734031034,3.09778048389574,0.0176012856667981,0.100364495419804,Down
