,logFC,logCPM,PValue,FDR
AL121759.1,-0.559838057304618,2.57904866017982,0.529242102755975,0.782012961821154
TOB1-AS1,-0.222846701717815,7.04429331629435,0.529340343684786,0.782012961821154
LINC01376,0.539186846825839,6.84848623427591,0.529612088062708,0.782261574104734
AL513320.1,-0.268225079258817,5.37333437673312,0.529792567273909,0.782375312726177
AL355103.1,3.95964890508992,2.85078184873777,0.530644001973652,0.783306467183399
U91319.1,4.75321792563281,3.32242308319637,0.530851372549326,0.783306467183399
LINC02145,-0.396013087907165,4.66571675971125,0.530860298551055,0.783306467183399
AL359715.2,0.631218055985961,5.98069535655452,0.530865833889165,0.783306467183399
HCG27,0.471093023350274,7.05944273621133,0.531091203998252,0.783306467183399
AC016831.4,-0.588406373151815,2.91101834723807,0.531108214729504,0.783306467183399
AC011899.2,0.670839188472481,6.73853990539619,0.531148294835245,0.783306467183399
AC080013.6,0.587502041476211,5.98957107434314,0.531361382678538,0.783457906276312
AC093249.6,-0.237822207855823,6.67667806613899,0.531458219982966,0.783457906276312
AC090125.1,3.60657136267545,2.68413923150808,0.531661015112791,0.78355042804558
AC008897.2,1.55228452698832,2.64146415580649,0.531728243129463,0.78355042804558
AP005264.1,-0.418976986802951,4.80478203169127,0.532037996058899,0.783854109158483
HMGA2-AS1,-0.398704350932048,4.65233605948007,0.532385979651487,0.784213986390979
AC020659.2,1.28357360373922,2.83789080544815,0.532726305650159,0.784540330464351
AL157932.1,-0.305335823868185,4.4561047498364,0.532815050513747,0.784540330464351
DPYD-AS1,-0.431571521717362,3.01028562313091,0.532943056154143,0.784576021725365
AC104695.4,0.766696964813531,5.74349077675082,0.533102272775781,0.784657637620729
AC090061.1,0.471947269725353,5.10102375057613,0.533382960144202,0.784917976187293
MAP3K20-AS1,-0.343301270006256,6.10726791125142,0.533664004046251,0.785178738002277
BX005019.1,3.96486768818462,2.85827474066318,0.533855670460313,0.785270003188999
AC026471.3,1.63126339145393,4.9151213170841,0.533947176447332,0.785270003188999
AC113361.1,0.88228458046541,3.01373531136229,0.534037608305493,0.785270003188999
AC006566.1,-0.519010061991749,3.17242125988371,0.534167649653015,0.785308496796897
LINC01569,0.421623640883797,8.20701231264764,0.534313944448502,0.785370865858306
AC011005.4,-0.393794384390766,3.98141194536531,0.534469678940028,0.785447083083684
AC087392.4,0.570100837723032,3.61889186253311,0.534662689486768,0.78557804026612
AC010203.2,-0.389954271131861,4.09187921899405,0.53490721597318,0.785664408325906
SNHG20,0.293768300263693,9.39005099332544,0.534991521588001,0.785664408325906
LINC00398,-0.372034653294513,3.01777208231673,0.535033201755071,0.785664408325906
AC004156.1,-0.406023376322641,3.29140175688937,0.535452977845564,0.786092943805701
AC006372.2,-0.378414506226794,2.7269926167706,0.535576058934413,0.786092943805701
RNASEH1-AS1,-0.24849511513553,8.9007115949503,0.535636932480753,0.786092943805701
LINC02458,1.78294484236003,3.02208698887022,0.53588526181865,0.786222529933337
AC009107.2,-0.297566281732142,4.38324182960466,0.535933199216561,0.786222529933337
AC137630.2,-0.301544168784436,3.94236290426745,0.5361069627558,0.78632487786549
AC022400.6,0.316414249320693,5.77175629548655,0.536276266445903,0.786362319192217
AL133284.1,2.97688449053391,2.44033720600539,0.53638982024752,0.786362319192217
AC011731.1,0.531204098395708,3.68467871366085,0.536501783114109,0.786362319192217
AC116552.1,-0.340702338026818,4.06718479533432,0.536574554151588,0.786362319192217
AC008676.1,0.7508401953261,3.64666701232228,0.536652501921947,0.786362319192217
LY6E-DT,-0.317592041933631,7.07113413098523,0.536994868047132,0.786711528251185
LINC01169,1.52117751351209,3.16801717351561,0.537909976274805,0.78781562657587
AC124947.1,-0.406320079458387,3.56031804427702,0.5379779875117,0.78781562657587
AC005775.1,0.545741098430853,3.59067109392456,0.538145657583384,0.78781562657587
MIR4458HG,-0.348356935014213,9.3551925435559,0.538165283859855,0.78781562657587
LINC02300,5.97151233661774,4.21314404717762,0.538655148558272,0.788129822595746
AL158151.1,-0.382138483455338,5.81403163923009,0.538815745096663,0.788129822595746
AC131571.1,1.11799146325839,2.94844109408768,0.538838307283905,0.788129822595746
Z83843.1,-0.233888719693936,8.60153259618968,0.538886795723467,0.788129822595746
AL731577.2,-0.354083105726943,4.98567764224055,0.538969502488845,0.788129822595746
EGOT,0.932450037121307,5.99363172716071,0.539005331654887,0.788129822595746
AC005064.1,2.16206494247387,5.51641828763879,0.539203727010238,0.78826747485004
STEAP2-AS1,1.83351199755781,3.0473876115822,0.539631619765705,0.788654445769482
AL035420.1,1.37287135147009,2.9696179829135,0.539677040392977,0.788654445769482
LINC02241,4.78557250308893,3.31425338116086,0.539819881919025,0.78871074921541
ETV5-AS1,-0.486204428802784,2.70306771418056,0.540120817865488,0.788902318389256
AC010531.5,0.795714418516902,3.30720467314513,0.540192291455364,0.788902318389256
AC100786.1,-0.315679821140775,5.24699302814575,0.540264013307706,0.788902318389256
AC139099.1,0.833276433247267,2.81220631841536,0.540568004086518,0.789072454660443
HELLPAR,-0.226729196419372,7.60606183852136,0.540589249456566,0.789072454660443
AC109454.2,-0.302071759618028,4.41971647803924,0.540785326884632,0.789206303141228
AL606491.1,-0.303416344479837,4.55307546864027,0.540918887513848,0.789248882379815
LINC01624,-0.490692235239604,2.70842430489907,0.541453163792947,0.789876012239721
SPATA42,-0.458125092716769,2.61260577117246,0.541928940620604,0.790417577166741
AC003070.2,1.30945553067595,2.93323590676629,0.542269042311918,0.79076108561628
AL138767.3,1.30922153809569,3.33045743841395,0.542554342134913,0.791024562453158
LINC00847,-0.192160717615323,10.6166945966894,0.542897448439413,0.791372201205012
PHKA2-AS1,0.493757270330446,4.58223896531618,0.543200281954433,0.791661012308687
AL157387.1,-0.343790024026429,2.32774473687203,0.543613278364087,0.792110232744433
FUT8-AS1,0.548260702292051,4.98222317676361,0.543998103053291,0.792518238378792
AL139041.1,0.72946411625836,3.79875096745891,0.54425165428502,0.79273487922347
TARID,-0.378737910542525,6.0142933353903,0.544625962665453,0.793124279879216
AC009108.3,0.689729236030424,5.05372938487654,0.544824997765888,0.793124279879216
LINC01258,-0.340326761918307,2.47717687952965,0.544922680368454,0.793124279879216
AC127502.2,-0.238346718422072,8.52445484027434,0.544938584046095,0.793124279879216
AC124016.2,-0.23660770523989,5.87532914058221,0.545266010156806,0.793438390836586
AC105206.2,-0.300392209150185,5.05380043898231,0.545364279483896,0.793438390836586
AC010149.1,0.912339007101863,3.17498586079599,0.546449931165715,0.794838536028901
DDX59-AS1,0.925175400244399,4.82335309955754,0.546536906337026,0.794838536028901
AC026368.1,0.976604055324516,4.16366652021253,0.547373290139902,0.795901816682269
MEIS1-AS3,1.27401866975585,3.86610151825592,0.547507594305558,0.795944033944304
AL163953.1,5.31623363056001,3.68731558888549,0.547774548945982,0.796179039711759
AC109347.2,0.453692100090054,5.54670382121373,0.548110478091963,0.796514188901275
AL162384.1,3.70557903404717,2.74213924893085,0.548801326770727,0.797364879268538
AC087741.2,-0.273470111488893,5.60859386719459,0.548981562103541,0.797473504527353
LINC02288,-0.340278986303697,3.6966915495338,0.549426381124565,0.797503520584432
AC023813.3,0.853718931852377,3.42322191513842,0.549427502601367,0.797503520584432
AC008264.2,-0.365111855395018,3.79375989771853,0.549445964620841,0.797503520584432
LINC01502,-0.377727087650214,3.5745154153554,0.549462850954429,0.797503520584432
LINC00461,-0.370893881271021,6.45460906777482,0.549529604846567,0.797503520584432
LINC00656,2.37796064833407,2.95388917697923,0.549700751812258,0.797598807225578
GRM5-AS1,3.16267814749765,2.50720088766575,0.549948031288759,0.797804502028839
AC116609.3,-0.50026289871907,2.85614074350244,0.550544045343587,0.798515926883342
LINC02015,-0.404548349646235,4.78125142125705,0.550653164848697,0.798521016383007
PARAL1,2.67721882853139,3.57702000647902,0.551125853096464,0.798931568759246
AC025754.2,-0.348048099638699,3.58472523935664,0.551147607809579,0.798931568759246
AL121929.3,-0.377569933189467,7.6448587385912,0.551347626864024,0.798961170638825
AC100793.3,-0.476885162623149,3.20106439493207,0.551427439005721,0.798961170638825
AC005392.3,3.01315508814201,2.45375651360971,0.551485034990614,0.798961170638825
PAX8-AS1,0.970015157022699,10.8189284831254,0.551692954517529,0.799109277606712
AC002076.1,1.03088161542088,3.76822914340258,0.551902401594479,0.799259540022191
LINC02826,4.61688766118931,3.21953799652914,0.552397010517224,0.79968824832059
AL137230.2,2.28414120160081,2.90620501715054,0.552430026622351,0.79968824832059
RNF217-AS1,0.60815691945423,5.93428971317275,0.552515726653454,0.79968824832059
AC012409.1,-0.559750493429512,2.72583241512396,0.552712545967358,0.799820011494582
AC069222.1,0.524786932342541,5.42454954128167,0.553230137594895,0.800294679863622
LINC01127,1.65533413477539,8.01965358807148,0.553252253887998,0.800294679863622
AC090796.1,3.1196111275758,2.49193350242477,0.553359046109155,0.800296049661691
AC104248.1,-0.362988015031386,3.4917712126628,0.55373607191775,0.80068816977818
AC016747.1,-0.307484467230376,9.05040324143185,0.554057388618181,0.800999601403837
CEP83-DT,-0.23186963092542,6.21761814042594,0.554248450302781,0.801122640554259
CU633906.2,1.697455419949,2.63128629419938,0.55444223560411,0.801249568693172
AL662791.1,0.53739227659232,4.96419216420591,0.554763440774067,0.801560553352325
AL137786.1,-0.427522128270299,3.55208475447751,0.555258830702718,0.802123045270013
YTHDF3-AS1,-0.252068598822541,6.80508233190265,0.555408482978178,0.80218596748768
AC091946.1,2.26440879437763,3.29642117210414,0.555626327699468,0.802347338375798
AC064836.2,-0.45860430871572,2.93749587282241,0.5561642403987,0.802970750745574
USP3-AS1,-0.207618329398876,6.5731990232374,0.557020480541836,0.804053427525166
AC091887.1,0.555590513415972,3.32977221635536,0.557378416356816,0.804395235827996
LINC00452,2.06214281613462,4.20196633547262,0.557470048371736,0.804395235827996
AP006621.1,0.965822916187192,3.85950822314025,0.557579428332224,0.804399553066198
LINC01115,-0.343426025583012,3.28302554114581,0.557914108303862,0.804701957916404
AC026412.3,0.823074426852242,4.9011080869276,0.558009223740939,0.804701957916404
H19,1.72270892379413,14.0876485919573,0.558108327908163,0.804701957916404
LINC01163,-0.432369401899776,3.02779314205229,0.558246398149495,0.804747572241818
CTBP1-AS,0.428971715835341,7.25139206855708,0.558394024177506,0.804806941823509
FAM27C,0.804813850175628,3.56899745648196,0.558546924899894,0.804820958948493
AC091544.2,2.86689405577169,3.73390810882427,0.558647570860929,0.804820958948493
AL162430.3,-0.413327196118764,2.94434976789173,0.558747747831552,0.804820958948493
AC001226.1,-0.325210374980813,3.46927140859204,0.558914234869393,0.804820958948493
FSIP2-AS2,-0.394319845518211,3.89692095693937,0.558935968183909,0.804820958948493
AC004160.1,0.977146133808553,4.15034753053187,0.559399003100115,0.80523738406443
AC104809.1,-0.370946036110713,2.63456929473388,0.559448512366281,0.80523738406443
UMODL1-AS1,-0.394051075386763,3.43391663160601,0.559544665503837,0.80523738406443
AF121898.1,4.83073202731367,3.36885183909828,0.559657359519094,0.805246297873239
AC008026.3,0.650083531910738,3.21840073632109,0.559828181972408,0.805338828746838
AC023300.2,3.1116752454258,4.06643854846345,0.56040274392698,0.805838392584811
AC107294.2,-0.317847957149463,5.99368009177208,0.560408362647158,0.805838392584811
LINC02559,0.0190620926208191,2.12497455248929,0.560530824713376,0.805838392584811
AC002066.1,-0.395080849735607,3.89633391956188,0.560688142264939,0.805838392584811
PKIA-AS1,1.17222131620437,3.5104257099512,0.560708343259978,0.805838392584811
AF129075.2,-0.210275392259331,5.22760180093471,0.561084099924177,0.806225176648936
AP001596.1,-0.403302634947474,3.84806684146927,0.561398679742944,0.806523925049667
AL357153.3,3.37583847847086,2.58912298590396,0.561632460254772,0.806706503036917
AC138696.2,0.424699165481009,5.35044556065199,0.561781704955797,0.806767610858648
LINC00930,1.97580934235091,5.19098329602792,0.561973450727296,0.806844248699215
AC002044.1,-0.368645013719525,3.02964682311701,0.5620484933076,0.806844248699215
AP005328.1,-0.509976088300164,2.38885671710077,0.562161604445577,0.806853434171034
AC019186.1,0.473022187210483,4.13913820212433,0.562796609445647,0.807457982454713
SEMA6A-AS1,-0.269488503550405,5.40663026945557,0.562800515696567,0.807457982454713
AP001790.1,-0.410178761892262,2.71828061982737,0.562903190784128,0.807457982454713
PXN-AS1,0.276922595667904,8.78190846061458,0.563022410269685,0.807475805016898
AC004253.1,0.382556191921178,5.3954072394814,0.563320575327273,0.807699523476493
MTUS2-AS1,1.10059236218474,3.42616697295968,0.56339204957215,0.807699523476493
LINC02449,-0.272576598630897,6.15917354927641,0.563829266014442,0.807892268145932
LINC00937,0.634685453245621,6.12985788276453,0.563843154014738,0.807892268145932
AL109936.3,0.579895502742662,6.35134806654808,0.563950063105387,0.807892268145932
AL592494.2,1.17741508878096,4.04467553626386,0.563953893833386,0.807892268145932
DANT1,5.49434724454432,3.82088424938778,0.564555016592606,0.808600204670713
AC135178.6,-0.252476118551482,5.76867909038017,0.564722976994047,0.808687581259846
AP003064.2,-0.554541427201526,2.83137223063917,0.564930313108363,0.808831300399987
AC144652.1,0.434408878503424,7.51489073880254,0.565190500370377,0.808947590888427
AC233266.2,1.4485024931122,5.53424732758014,0.565225515495776,0.808947590888427
FHAD1-AS1,-0.335452326640139,4.21328305447555,0.565432235778825,0.809090298017353
AC097713.1,5.02365816509833,3.50293951721629,0.565611249445957,0.809099696854621
AC022211.3,0.361277483523762,7.42446422456547,0.565724782939785,0.809099696854621
AL513327.2,0.714413516867589,3.3798387317024,0.565759832994363,0.809099696854621
U47924.2,0.340624933294124,6.98008114626437,0.566016947767802,0.809314323387358
BICRA-AS1,-0.616700710889309,2.47617991780043,0.566206387463453,0.809314837426091
Z82186.1,2.68409204620078,3.29077147066589,0.566231383412779,0.809314837426091
AC127496.2,-0.457051847809029,3.21137996058119,0.566379736247632,0.809373877484094
PLA2G4C-AS1,0.789399967341158,3.62205623753228,0.566741220640396,0.809645310962895
AC100849.1,1.72329757349071,2.64954111471756,0.566783842206931,0.809645310962895
AC084026.2,-0.502859291662017,2.72272998472181,0.567049526274752,0.809871830027087
AL022311.1,0.224179088820843,8.01459230436389,0.567511600082382,0.810378698436806
AC010275.1,3.19003993267634,4.29926774001385,0.568036946579246,0.810726545119603
CTBP1-DT,-0.175351102592858,10.6665564380872,0.568069792867136,0.810726545119603
GLIS3-AS1,-0.400170256538939,3.45024687153014,0.568076872906184,0.810726545119603
AC007773.1,0.499865352981896,5.76401509989812,0.568528952414344,0.811032144861379
LINC02704,4.30894518789472,3.04853642539194,0.568557222468655,0.811032144861379
AC002398.1,0.312252016991604,7.14048217317973,0.568612802527466,0.811032144861379
AL118506.1,0.380299207457057,8.7345142349151,0.568915477834615,0.811161511117282
AC036108.1,1.08871029049495,3.59570866295458,0.568918065527701,0.811161511117282
AL590369.1,-0.301907058184524,4.1775997633799,0.569684814458105,0.81204562254099
AC015712.2,-0.280646711846489,8.46356010810644,0.569752946380102,0.81204562254099
AC008592.5,1.58052406652147,3.50198039421973,0.570042383030749,0.812305024141631
MIR7-3HG,2.60868106668024,3.07755899125108,0.570750967488699,0.813107799792036
AC106799.3,5.61948155904186,3.92372694247158,0.570873633733533,0.813107799792036
TCF4-AS1,2.86272634211846,3.235263008339,0.570928357240566,0.813107799792036
LINC02631,0.811630796690828,2.97821593025738,0.571075008970005,0.813163492056913
AC139795.2,0.31550196389804,7.75793292231098,0.571493826558438,0.81360663201061
NAALADL2-AS2,1.82182732355318,3.76054035584468,0.572068878954699,0.814197822774151
AL121832.2,0.39841547440894,7.68767487219722,0.572291173009152,0.814197822774151
AC090204.1,1.02481178885886,5.63411491603663,0.572427195955423,0.814197822774151
LINC00607,-0.325755820696403,4.47690326343391,0.572442515396091,0.814197822774151
AC018647.2,-0.193522936582119,10.00802305133,0.572447510364685,0.814197822774151
BCRP3,0.702614369806855,5.62296472105511,0.572697409872546,0.814400059440723
PRKG1-AS1,1.28939063018431,4.12733122066731,0.573011383618718,0.814693319206681
PSMB8-AS1,0.372872635880928,10.5721038950887,0.573564822903041,0.815191088377889
AC019117.3,-0.285981645134233,6.405738159442,0.573577118128603,0.815191088377889
AL121790.1,1.77497093891596,4.84915010197068,0.573870635204076,0.815454965754185
AL022313.2,-0.387763150640528,3.64521078229196,0.574008362018124,0.815497411728493
TGFB2-AS1,1.26860313947894,5.69031693970375,0.57423724422977,0.815592710504933
AC068790.7,0.608533309549678,3.8525920168431,0.574291177189296,0.815592710504933
AC097059.1,-0.578288105337503,2.61471417216527,0.574403159840239,0.815598552404141
LINC01553,3.02400790468329,2.45622789981438,0.574735054355036,0.815916587679014
AP004608.1,-0.167323598646137,7.41103818150173,0.575172199139106,0.816383892939887
AC124069.1,1.69226404929002,2.61837204824213,0.5758860641375,0.817090342150722
BRWD1-AS1,0.928102352564293,3.02557557961647,0.575986286525881,0.817090342150722
AC092384.3,-0.475454030907487,3.12725523500291,0.575994117664773,0.817090342150722
LINC00324,0.380795347746212,8.1317882424621,0.576169737915036,0.817186154262912
AC069200.3,-0.299603974139024,4.45968492515588,0.576300657456569,0.817218542953697
ABALON,0.675362833206414,6.27505072677612,0.57653467718497,0.817397092479948
AC005482.1,-0.479959924424525,2.28592122420315,0.577247423954999,0.818254175576255
LURAP1L-AS1,1.66246783608099,2.97058968501648,0.57755598873408,0.818348733762604
AL359643.3,0.392628079206717,7.40616872643872,0.577712126859723,0.818348733762604
LINC02172,-0.467560262827685,2.61172829502462,0.577714807285836,0.818348733762604
AL596094.1,-0.221098989289828,4.81839278790382,0.577747062666946,0.818348733762604
LINC01170,1.34615480659921,3.53322265541126,0.577922492128582,0.818356331745472
PAQR9-AS1,2.68673985051857,3.09032794195235,0.578090726806283,0.818356331745472
LINC02453,-0.265777732664941,5.34479537639598,0.578237086602961,0.818356331745472
AC026523.1,-0.410959225989336,2.52321734765475,0.57830884167599,0.818356331745472
AC078777.1,0.506299614249027,3.96625770888523,0.578416273246892,0.818356331745472
AC012174.1,4.21809185225247,3.00470031410989,0.578585239458776,0.818356331745472
AL138828.1,0.976875161488797,3.79567392949903,0.578595048345636,0.818356331745472
AC006065.4,6.02108418594448,4.2482262574366,0.578785800810416,0.818356331745472
AL158166.2,1.47510298048377,3.56701714550598,0.578797645686783,0.818356331745472
AC022784.1,1.33751738071663,6.00018911343731,0.578914042114306,0.818356331745472
AL020996.1,0.29558946006661,6.16942155553159,0.57902106646269,0.818356331745472
AL355916.1,0.870269310216473,7.00656078834965,0.579051233281084,0.818356331745472
LINC02206,3.64408301933822,4.30042249275375,0.579161159251335,0.818358722687226
AC020765.2,0.339052609615808,5.91516033805062,0.579359903782351,0.818486590526599
AC092118.2,0.512852429444042,5.24733203927073,0.579630574006642,0.818716004121842
AC096733.3,0.378922041004154,6.0127864009617,0.57976588736903,0.818754179005834
ZNF197-AS1,-0.271216310063262,4.48799879491846,0.580293129469272,0.819345723980797
AC060766.7,-0.252258404873006,6.8340052964567,0.580507760003195,0.819495738122509
AC127024.6,0.400173704215146,4.62572229756901,0.580692303242638,0.819603230318758
AL354813.1,0.799159496883712,3.64909571994408,0.580951364478124,0.819815839271948
ATP13A5-AS1,2.88207265409955,2.40972656882458,0.58147559756139,0.820323819741811
AC012317.1,-0.262967356872103,3.38958289649143,0.581528326123014,0.820323819741811
AC147651.3,2.78965533315674,3.19079271790219,0.582172864712518,0.820954426424309
LAPTM4A-DT,0.801531158883638,3.28028542086788,0.582192518778884,0.820954426424309
AC106799.2,4.71832742845304,3.29533273137887,0.582537207135824,0.821287306200628
LINC01725,0.664408696442898,4.99182607556402,0.582760615368481,0.821449107531895
AL049840.7,-0.216110030202363,5.16219397047167,0.583033779861648,0.821605765701389
STAU2-AS1,0.902264916222332,5.41514928533298,0.583089080644578,0.821605765701389
LINC02331,4.30723765882532,3.04246710312641,0.583205797459011,0.82161711097216
LINC00488,4.0935634374734,2.9343410081795,0.583332395073056,0.821642369438781
AC007272.1,0.78840908322347,2.96472509243001,0.583641399827315,0.82187988790157
AC083843.3,0.35074510336066,8.71282892699368,0.58379838047417,0.82187988790157
GACAT3,3.94516534327677,2.85436595373612,0.583991734620026,0.82187988790157
AC104113.1,-0.228501003759235,5.68884756271228,0.583999408713455,0.82187988790157
AL162419.1,2.22784617515994,2.85527911153843,0.584181341306555,0.82187988790157
MIR2052HG,2.43843269468112,3.732733980628,0.584183895664306,0.82187988790157
HGC6.3,3.92818839765468,2.83630321570273,0.584491546891076,0.82187988790157
LINC02251,3.2293572213684,2.53189243624439,0.584556100384025,0.82187988790157
AL137186.2,-0.22692418591813,7.76677821549376,0.584569705992851,0.82187988790157
AC004908.2,0.317448580002101,5.57078157162338,0.584588022369349,0.82187988790157
AL162582.1,6.08206446793365,4.28602363842307,0.585035678154127,0.822356341796497
AC002550.2,0.315087952322428,5.24342250446175,0.585283932515,0.822552381737159
AC007277.1,-0.235055157698656,5.08675410274949,0.585526395549371,0.822740211252331
AC015522.1,6.09516771909608,4.31602723801953,0.585704405500591,0.822837422889255
EGLN3-AS1,3.29737053220556,2.55834216559586,0.586273640120129,0.823371888251265
CASC20,4.43598434488531,3.11445681154084,0.586312751304786,0.823371888251265
AL645924.1,2.78093808074343,3.18728571627514,0.586411535277485,0.823371888251265
AC253536.3,0.8324633416451,4.38090190329879,0.58667634070116,0.823590756041862
AP002812.3,0.622704314080616,3.47101719603954,0.586948495861253,0.823819858401138
LINC02742,3.48811738562079,2.63256215415729,0.587381418065447,0.824266426588996
AC078906.1,1.8295421913309,3.07515985157023,0.587659264714511,0.824266426588996
AC015712.6,-0.31486153633083,6.87193998430027,0.587693682662121,0.824266426588996
AP005264.3,2.39113282400552,2.96176622635406,0.587788966240848,0.824266426588996
JPX,0.204823403987469,11.2822899255065,0.587811740797231,0.824266426588996
FOCAD-AS1,0.621405282729759,3.2175982917038,0.588051890858787,0.824450277541867
AC005261.4,-0.185062762091827,9.24246214905665,0.588362592744164,0.824732955828443
IER3-AS1,0.543536878986229,5.7400942402158,0.588616828939656,0.824936393626088
AC110285.2,-0.286284317912319,7.98679531442228,0.588932898424597,0.825226398255815
AC007216.3,0.506528771521125,5.05175261469903,0.589046576453745,0.825232752374794
CR381653.1,0.705749975600169,4.17801183721603,0.589458978000448,0.825657527354832
AC118755.1,-0.404047138783021,2.84851872425935,0.589703897735472,0.825847595995166
AL645504.1,-0.358845736580735,3.61209634274582,0.589903897804218,0.825974698388461
AL139260.1,0.330961571134164,5.77826683677339,0.590275830609011,0.826069991389479
AC093495.1,-0.192782956458706,6.9092565338023,0.590325683415298,0.826069991389479
LINC02864,3.69827529772585,4.36180348168587,0.590388495229955,0.826069991389479
HOTAIRM1,0.487129975999839,9.64090425786688,0.590408971494345,0.826069991389479
AP000487.1,-0.214529920260107,5.94734262423438,0.590724752230351,0.826358899465992
AC022898.2,-0.321452216411157,2.7431331587041,0.590851766000317,0.826383685299371
LINC01602,4.56510738329691,3.19640354475932,0.591344447250595,0.826919801306038
AL135902.1,4.49007671062461,3.12323021874684,0.591939089861375,0.827598272640876
AC022031.1,3.44453641748498,2.61856429728727,0.592351722966757,0.827718528465358
AC104758.1,-0.266638419944572,4.78951320647485,0.592456040096021,0.827718528465358
AP001062.1,-0.219252745630963,7.86065944519665,0.592458284820287,0.827718528465358
HM13-AS1,0.755706413754659,4.27884010082701,0.592781928706559,0.827718528465358
AP000355.1,1.44277717938881,3.10967478044668,0.592803104883712,0.827718528465358
AC026801.2,-0.230570785206122,7.00741766555068,0.592811478617729,0.827718528465358
AC009061.2,-0.183014945895688,6.47405987777777,0.592951775158114,0.827718528465358
AC011483.2,3.33185941091928,2.57216387989928,0.592997653287289,0.827718528465358
AC117386.2,-0.26895530783293,3.03127038951873,0.593010351632965,0.827718528465358
AC130456.2,1.66343751530741,5.35044068345947,0.593147817045062,0.827757594071192
AP003392.3,-0.278962101308663,4.3257104150711,0.59358426674437,0.828076057328056
LINC02812,0.959173045102356,3.05722021580506,0.593606052906484,0.828076057328056
RORA-AS1,0.37831472496683,4.84607607802,0.593704577010368,0.828076057328056
AC010359.2,0.354872879796414,4.91439998090733,0.594236023815999,0.828500782005658
AL136114.1,3.4258071092924,2.60943912137399,0.594381471866423,0.828500782005658
AC026782.2,3.13612266737541,2.49741621994333,0.594436934239564,0.828500782005658
AC018904.1,0.315747411852936,7.2154118830778,0.594447393516823,0.828500782005658
AC022893.1,-0.231393569557407,6.41131463618557,0.595065487693199,0.82920939042541
SLC2A1-AS1,0.446929063297645,7.25858953527469,0.595861530949242,0.830165659758102
AL359182.1,-0.305593692070588,4.27453879593505,0.596030394557464,0.830170620781497
AC097504.2,-0.301181547113339,3.68747821011255,0.596084684594993,0.830170620781497
AC005392.2,-0.289412047323828,6.77398033815898,0.596290158825734,0.830297105645779
AC018926.3,0.474289660673619,4.24687386098796,0.596477661366271,0.830297105645779
AC090970.2,0.569655058289471,6.11072016861863,0.596504943508514,0.830297105645779
LINC02700,4.33607624923,3.06366013427266,0.597048416537206,0.830900621652459
AL356277.3,3.42741063320177,2.61152093347733,0.597296255379133,0.831059916244864
AP000866.6,-0.238242613254415,4.99837750787135,0.597440703657699,0.831059916244864
AL035409.1,1.35537460608194,2.81611563346713,0.597492620646353,0.831059916244864
AC006262.1,-0.304726970455617,7.09499710576263,0.597626343358316,0.831065377809492
AL353751.1,2.05155250958806,5.88701505308288,0.597797754295656,0.831065377809492
AC093388.1,0.435550569285884,5.53583621460004,0.597867040496654,0.831065377809492
AC069544.1,-0.195901359165971,6.44862967665692,0.59793620622717,0.831065377809492
AC013468.1,-0.254969162080378,4.31674094181323,0.59853978129616,0.831751385109404
AC004147.4,3.0750358114259,2.47521908020076,0.59880924828956,0.831972937581287
EML2-AS1,1.20803900132399,2.80969931029522,0.599442818618147,0.832700193197098
AC005592.1,3.14537202365254,2.50116746199253,0.599739801093053,0.832959705375565
AC068870.1,-0.300655110992593,4.00530160678178,0.599940145956876,0.833084929950402
DLGAP1-AS4,-0.264072764787783,2.23416250534645,0.600098924638068,0.83315239977753
AL358332.1,0.936635294572568,3.83734063078739,0.600232010670117,0.833179764111919
STX17-AS1,0.386455996551229,5.83673525992258,0.600411771127759,0.833179764111919
AL355803.1,-0.306036263290035,4.18133337309786,0.600589407007205,0.833179764111919
AC090607.1,0.621554292829387,3.05069556581343,0.600747040628041,0.833179764111919
AC106786.1,0.903246056483354,6.17186146584133,0.600834569477405,0.833179764111919
AC084262.1,-0.303603978540675,3.00058198838431,0.600970281886918,0.833179764111919
AL844908.2,0.582978454490264,5.15925511927686,0.600973526023701,0.833179764111919
HOXC-AS1,-0.291470749021481,6.23625886333667,0.601000189586881,0.833179764111919
LINC01612,-0.000509158655386219,3.51949152212103,0.601341080917015,0.833442854975827
AL359220.1,-0.234448908347241,7.20688184534455,0.601691767487352,0.833442854975827
GASAL1,0.490131870210173,7.7438791856861,0.601772827695042,0.833442854975827
AL596223.1,1.576465781335,3.98516000817378,0.601842847319818,0.833442854975827
SMAD5-AS1,0.806884578079921,4.81165556390906,0.601900847189522,0.833442854975827
AC044839.1,4.13062819108975,2.95016132786759,0.6019139785755,0.833442854975827
AC108868.2,6.95767304465827,5.0482927844858,0.602034385172331,0.833442854975827
ST8SIA6-AS1,2.73189802068896,5.45002029119294,0.602071799216766,0.833442854975827
AC010809.2,0.407047370452317,6.47406545663795,0.602201481920423,0.833469779388673
AGAP2-AS1,0.347848367112347,10.6694574904289,0.602483277590211,0.833707185552633
LINC00582,1.13432419836103,4.32041094811827,0.602715626213402,0.83371510809552
AL512506.1,0.596970338032857,3.19930177878757,0.602776117209771,0.83371510809552
AL596223.2,3.88295040574538,2.82172286287561,0.602901403859112,0.83371510809552
WAKMAR2,0.423596347620712,7.62587324062058,0.60296178430313,0.83371510809552
AC079921.2,-0.281809182337836,4.53485243062804,0.603040328815554,0.83371510809552
